"filecode","wave","canonical_name","variable_type","value_raw","value_numeric","value_label","is_missing","conflicts","solution"
"153","Z","malcw","categorical","-2: R does not drink / R does not drink 6 or more glasses at one time","-2","R does not drink / R does not drink 6 or more glasses at one time","TRUE","Cross-wave coding conflict: -2 differs for H/I/J/K (R does not drink), 3B (R does not drink 6 or more glasses at one time)",
"154","Z","msmokebef","categorical","-2: R smokes / na, see CMSMOKEYN","-2","R smokes / na, see CMSMOKEYN","TRUE","Cross-wave coding conflict: -2 differs for B (R smokes), C/D/E/2B/F/G/H/MB/I/J/K (na, see CMSMOKEYN)",
"154","Z","msmokebef","categorical","-1: no answer, asked / na, short interview","-1","no answer, asked / na, short interview","TRUE","Cross-wave coding conflict: -1 differs for B/D/E/2B/F/G/H (no answer, asked), I/J/K (na, short interview)",
"154","Z","msmokecig","binary","-2: R does not smoke / na, see DMSMOKEYN","-2","R does not smoke / na, see DMSMOKEYN","TRUE","Cross-wave coding conflict: -2 differs for B (R does not smoke), D/H/I/J/K (na, see DMSMOKEYN)",
"154","Z","msmokecig","binary","1: no / yes","1","no / yes","FALSE","Cross-wave coding conflict: 1 differs for B/D/E/2B/F/G/I/J/K (no), H (yes)",
"154","Z","msmokecig","binary","2: yes / no","2","yes / no","FALSE","Cross-wave coding conflict: 2 differs for B/D/E/2B/F/G/I/J/K (yes), H (no)",
"154","Z","msmokeciga","binary","-2: R does not smoke / na, see DMSMOKEYN","-2","R does not smoke / na, see DMSMOKEYN","TRUE","Cross-wave coding conflict: -2 differs for B (R does not smoke), D/E/2B/F/G/H/I/J/K (na, see DMSMOKEYN)",
"154","Z","msmokeciga","binary","1: no / yes","1","no / yes","FALSE","Cross-wave coding conflict: 1 differs for B/C/D/I/J/K (no), E/2B/F/G/H (yes)",
"154","Z","msmokeciga","binary","2: yes / no","2","yes / no","FALSE","Cross-wave coding conflict: 2 differs for B/C/D/I/J/K (yes), E/2B/F/G/H (no)",
"154","Z","msmokeciganw","numeric","-3: R does not smoke / na, wrong skip","-3","R does not smoke / na, wrong skip","TRUE","Cross-wave coding conflict: -3 differs for B (R does not smoke), C (na, wrong skip)",
"154","Z","msmokeciganw","numeric","-2: R smokes, but not cigars / na, see CMSMOKECIGA / na, see","-2","R smokes, but not cigars / na, see CMSMOKECIGA / na, see","TRUE","Cross-wave coding conflict: -2 differs for B (R smokes, but not cigars), C/D/I/J/K (na, see CMSMOKECIGA), E/2B/F/G/H (na, see)",
"154","Z","msmokecignw","numeric","-3: R does not smoke / na, wrong skip","-3","R does not smoke / na, wrong skip","TRUE","Cross-wave coding conflict: -3 differs for B (R does not smoke), C/I/J/K (na, wrong skip)",
"154","Z","msmokecignw","numeric","-2: R smokes, but not cig / na, see CMSMOKESH","-2","R smokes, but not cig / na, see CMSMOKESH","TRUE","Cross-wave coding conflict: -2 differs for B (R smokes, but not cig), C/D/E/2B/F/G/MB/I/J/K (na, see CMSMOKESH)",
"154","Z","msmokecignw","numeric","1: 1 or less a week / 1-20 cigarettes a day","1","1 or less a week / 1-20 cigarettes a day","FALSE","Cross-wave coding conflict: 1 differs for E/2B (1 or less a week), MB (1-20 cigarettes a day)",
"154","Z","msmokecigp","categorical","1: no / yes","1","no / yes","FALSE","Cross-wave coding conflict: 1 differs for E/2B/F/G (no), H (yes)",
"154","Z","msmokecigp","categorical","2: yes / no","2","yes / no","FALSE","Cross-wave coding conflict: 2 differs for E/2B/F/G (yes), H (no)",
"154","Z","msmokepipe","binary","-2: R does not smoke / na, see DMSMOKEYN","-2","R does not smoke / na, see DMSMOKEYN","TRUE","Cross-wave coding conflict: -2 differs for B (R does not smoke), D (na, see DMSMOKEYN)",
"154","Z","msmokepm","numeric","-3: R does not smoke / na, wrong skip","-3","R does not smoke / na, wrong skip","TRUE","Cross-wave coding conflict: -3 differs for B (R does not smoke), C (na, wrong skip)",
"154","Z","msmokepm","numeric","-2: R smokes, but not pipe / na, see CMSMOKEPIPE","-2","R smokes, but not pipe / na, see CMSMOKEPIPE","TRUE","Cross-wave coding conflict: -2 differs for B (R smokes, but not pipe), C/D (na, see CMSMOKEPIPE)",
"154","Z","msmokeqage","numeric","-3: R smokes / na, wrong skip","-3","R smokes / na, wrong skip","TRUE","Cross-wave coding conflict: -3 differs for B (R smokes), C/I/J/K (na, wrong skip)",
"154","Z","msmokeqage","numeric","-2: R never smoked / na ,see CMSMOKEBEF / na, see DMSMOKEBEF / na, see","-2","R never smoked / na ,see CMSMOKEBEF / na, see DMSMOKEBEF / na, see","TRUE","Cross-wave coding conflict: -2 differs for B (R never smoked), C (na ,see CMSMOKEBEF), D/MB/I/J/K (na, see DMSMOKEBEF), E/2B/F/G/H (na, see)",
"154","Z","msmokesage","numeric","-3: R smokes / na, wrong skip","-3","R smokes / na, wrong skip","TRUE","Cross-wave coding conflict: -3 differs for B (R smokes), C (na, wrong skip)",
"154","Z","msmokesage","numeric","-2: R never smoked / na, see CMSMOKEYN /","-2","R never smoked / na, see CMSMOKEYN /","TRUE","Cross-wave coding conflict: -2 differs for B (R never smoked), C/D/E/2B/F/G/H/I/J/K (na, see CMSMOKEYN /)",
"154","Z","msmokesh","categorical","-2: R does not smoke / na, see CMSMOKEYN /","-2","R does not smoke / na, see CMSMOKEYN /","TRUE","Cross-wave coding conflict: -2 differs for B (R does not smoke), C/D (na, see CMSMOKEYN /)",
"154","Z","msmokeshnw","numeric","-2: R smokes, but not shag / na, see DMSMOKESH","-2","R smokes, but not shag / na, see DMSMOKESH","TRUE","Cross-wave coding conflict: -2 differs for B (R smokes, but not shag), D (na, see DMSMOKESH)",
"154","Z","msmokeyn","binary","-1: no answer, asked / na, short interview","-1","no answer, asked / na, short interview","TRUE","Cross-wave coding conflict: -1 differs for B/C/D/E/2B/F/G/H/MB (no answer, asked), I/J/K (na, short interview)",
"155","Z","mcodtp","binary","0: not mentioned / no","0","not mentioned / no","FALSE","Cross-wave coding conflict: 0 differs for B/C/D/E (not mentioned), F/G/H/3B/I/J/K (no)",
"155","Z","mcodtp","binary","1: mentioned / yes","1","mentioned / yes","FALSE","Cross-wave coding conflict: 1 differs for B/C/D/E (mentioned), F/G/H/3B/I/J/K (yes)",
"155","Z","mcormis","categorical","0: complete test done / to be coded","0","complete test done / to be coded","FALSE","Cross-wave coding conflict: 0 differs for B/C/D/2B (complete test done), F/G/H/3B (to be coded)",
"155","Z","mcormis","categorical","1: visus problems / short interview","1","visus problems / short interview","FALSE","Cross-wave coding conflict: 1 differs for B/C/D/2B (visus problems), F/G/H/3B (short interview)",
"155","Z","mcormis","categorical","2: refused / interview terminated","2","refused / interview terminated","FALSE","Cross-wave coding conflict: 2 differs for B/C/D/2B (refused), F/G/H/3B (interview terminated)",
"155","Z","mcormis","categorical","3: cognitive / too many missings","3","cognitive / too many missings","FALSE","Cross-wave coding conflict: 3 differs for B/C/D/2B (cognitive), F/G/H/3B (too many missings)",
"155","Z","mcormis","categorical","4: physical / refused test","4","physical / refused test","FALSE","Cross-wave coding conflict: 4 differs for B/C/D/2B (physical), F/G/H/3B (refused test)",
"155","Z","mcormis","categorical","5: technical / not able to (cognitive)","5","technical / not able to (cognitive)","FALSE","Cross-wave coding conflict: 5 differs for B/C/D/2B (technical), F/G/H/3B (not able to (cognitive))",
"155","Z","mcormis","categorical","6: unknown / not able to (physical)","6","unknown / not able to (physical)","FALSE","Cross-wave coding conflict: 6 differs for B/C/D/2B (unknown), F/G/H/3B (not able to (physical))",
"156","Z","m15wrp0","binary","-2: no particularities / no recall test","-2","no particularities / no recall test","TRUE","Cross-wave coding conflict: -2 differs for C (no particularities), D/E/2B/F/G/H/3B/I/J/K (no recall test)",
"156","Z","m15wrp1","binary","-2: no particularities / na, see d/e/b/f/gm15wrp0","-2","no particularities / na, see d/e/b/f/gm15wrp0","TRUE","Cross-wave coding conflict: -2 differs for C (no particularities), D/E/2B/F/G/H/3B/I/J/K (na, see d/e/b/f/gm15wrp0)",
"156","Z","m15wrp2","binary","-2: no particularities / no recall test","-2","no particularities / no recall test","TRUE","Cross-wave coding conflict: -2 differs for C (no particularities), D/E/2B/F/G/H/3B/I/J/K (no recall test)",
"156","Z","m15wrp3","binary","-2: no particularities / no recall test","-2","no particularities / no recall test","TRUE","Cross-wave coding conflict: -2 differs for C (no particularities), D/E/2B/F/G/H/3B/I/J/K (no recall test)",
"156","Z","m15wrp4","binary","-2: no particularities / no recall test","-2","no particularities / no recall test","TRUE","Cross-wave coding conflict: -2 differs for C (no particularities), D/E/2B/F/G/H/3B/I/J/K (no recall test)",
"156","Z","m15wrp5","binary","-2: no particularities / no recall test","-2","no particularities / no recall test","TRUE","Cross-wave coding conflict: -2 differs for C (no particularities), D/E/2B/F/G/H/3B/I/J/K (no recall test)",
"156","Z","m15wrpx","string","-2: no particularities / na, see d/e/b/f/gm15wrp0","-2","no particularities / na, see d/e/b/f/gm15wrp0","TRUE","Cross-wave coding conflict: -2 differs for C (no particularities), D/E/2B/F/G/H/3B/I/J/K (na, see d/e/b/f/gm15wrp0)",
"156","Z","m15wth","numeric","-1: no valid data / no valid time data","-1","no valid data / no valid time data","TRUE","Cross-wave coding conflict: -1 differs for B (no valid data), H/3B/I/J/K (no valid time data)",
"156","Z","m15wtp0","binary","-2: no particularities / no test","-2","no particularities / no test","TRUE","Cross-wave coding conflict: -2 differs for C (no particularities), D/E/2B/F/G/H/3B/I/J/K (no test)",
"156","Z","m15wtpx","string","-2: no particularities / na, see d/e/b/f/gm15wtp5","-2","no particularities / na, see d/e/b/f/gm15wtp5","TRUE","Cross-wave coding conflict: -2 differs for C (no particularities), D/E/2B/F/G/H/3B/I/J/K (na, see d/e/b/f/gm15wtp5)",
"156","Z","m15wtr","categorical","1: yes / recall test not done","1","yes / recall test not done","FALSE","Cross-wave coding conflict: 1 differs for C (yes), D/E/2B/F/G/H/3B/I/J/K (recall test not done)",
"156","Z","m15wtr","categorical","2: no / recall test done","2","no / recall test done","FALSE","Cross-wave coding conflict: 2 differs for C (no), D/E/2B/F/G/H/3B/I/J/K (recall test done)",
"156","Z","m15wtrno","numeric","-1: no valid data / no recall test","-1","no valid data / no recall test","TRUE","Cross-wave coding conflict: -1 differs for B (no valid data), C (no recall test)",
"157","Z","mctinch","categorical","-3: no valid data / na, wrong skip","-3","no valid data / na, wrong skip","TRUE","Cross-wave coding conflict: -3 differs for B (no valid data), C (na, wrong skip)",
"157","Z","mctinch","categorical","-2: no measurement done / na, see CMEYETES","-2","no measurement done / na, see CMEYETES","TRUE","Cross-wave coding conflict: -2 differs for B (no measurement done), C (na, see CMEYETES)",
"157","Z","mctinch","categorical","-1: no answer, asked / no measurement","-1","no answer, asked / no measurement","TRUE","Cross-wave coding conflict: -1 differs for B (no answer, asked), D (no measurement)",
"157","Z","mctley1","numeric","-1: na, asked / no measurement","-1","na, asked / no measurement","TRUE","Cross-wave coding conflict: -1 differs for C (na, asked), D (no measurement)",
"157","Z","mctley2","numeric","-1: na, asked / no measurement","-1","na, asked / no measurement","TRUE","Cross-wave coding conflict: -1 differs for C (na, asked), D (no measurement)",
"157","Z","mctley3","numeric","-1: na, asked / no measurement","-1","na, asked / no measurement","TRUE","Cross-wave coding conflict: -1 differs for C (na, asked), D (no measurement)",
"157","Z","mctley4","numeric","-1: na, asked / no measurement","-1","na, asked / no measurement","TRUE","Cross-wave coding conflict: -1 differs for C (na, asked), D (no measurement)",
"157","Z","mctley5","numeric","-1: na, asked / no measurement","-1","na, asked / no measurement","TRUE","Cross-wave coding conflict: -1 differs for C (na, asked), D (no measurement)",
"157","Z","mctrey1","numeric","-1: na, asked / no measurement","-1","na, asked / no measurement","TRUE","Cross-wave coding conflict: -1 differs for C (na, asked), D (no measurement)",
"157","Z","mctrey2","numeric","-1: na, asked / no measurement","-1","na, asked / no measurement","TRUE","Cross-wave coding conflict: -1 differs for C (na, asked), D (no measurement)",
"157","Z","mctrey3","numeric","-1: na, asked / no measurement","-1","na, asked / no measurement","TRUE","Cross-wave coding conflict: -1 differs for C (na, asked), D (no measurement)",
"157","Z","mctrey4","numeric","-1: na, asked / no measurement","-1","na, asked / no measurement","TRUE","Cross-wave coding conflict: -1 differs for C (na, asked), D (no measurement)",
"157","Z","mctrey5","numeric","-1: na, asked / no measurement","-1","na, asked / no measurement","TRUE","Cross-wave coding conflict: -1 differs for C (na, asked), D (no measurement)",
"157","Z","mctunde","ordinal","-3: no valid data / na, wrong skip","-3","no valid data / na, wrong skip","TRUE","Cross-wave coding conflict: -3 differs for B (no valid data), C (na, wrong skip)",
"157","Z","mctunde","ordinal","-2: no measurement done / na, see CMEYETES","-2","no measurement done / na, see CMEYETES","TRUE","Cross-wave coding conflict: -2 differs for B/D (no measurement done), C (na, see CMEYETES)",
"158","Z","mpeakf1","numeric","-2: R refused / na, see CMPEAKFL / test not done","-2","R refused / na, see CMPEAKFL / test not done","TRUE","Cross-wave coding conflict: -2 differs for B/D (R refused), C (na, see CMPEAKFL), E/G/H (test not done)",
"158","Z","mpeakf1","numeric","-1: na, asked / no valid measurement","-1","na, asked / no valid measurement","TRUE","Cross-wave coding conflict: -1 differs for C (na, asked), D/E/G/H (no valid measurement)",
"158","Z","mpeakf2","numeric","-2: R refused / test not done","-2","R refused / test not done","TRUE","Cross-wave coding conflict: -2 differs for D (R refused), E/G/H (test not done)",
"158","Z","mpeakf2","numeric","-1: no valid data / no valid measurement","-1","no valid data / no valid measurement","TRUE","Cross-wave coding conflict: -1 differs for B (no valid data), D/E/G/H (no valid measurement)",
"158","Z","mpeakf3","numeric","-2: R refused / test not done","-2","R refused / test not done","TRUE","Cross-wave coding conflict: -2 differs for D (R refused), E/G/H (test not done)",
"158","Z","mpeakfp","categorical","-2: na, see CMPEAKFL / no valid measurement","-2","na, see CMPEAKFL / no valid measurement","TRUE","Cross-wave coding conflict: -2 differs for C (na, see CMPEAKFL), H (no valid measurement)",
"158","Z","mpeakfu","ordinal","-2: no answer, skipped / na, see CMPEAKFL / no valid measurement","-2","no answer, skipped / na, see CMPEAKFL / no valid measurement","TRUE","Cross-wave coding conflict: -2 differs for B (no answer, skipped), C (na, see CMPEAKFL), D/E/G/H (no valid measurement)",
"158","Z","mpeamax","numeric","-2: R refused / na, see CMPEAKFL","-2","R refused / na, see CMPEAKFL","TRUE","Cross-wave coding conflict: -2 differs for B (R refused), C (na, see CMPEAKFL)",
"160","Z","mattw","categorical","-1: na, asked / do not know / na, asked","-1","na, asked / do not know / na, asked","TRUE","Cross-wave coding conflict: -1 differs for F/G (na, asked / do not know), H/3B (na, asked)",
"160","Z","mestw","categorical","1: underweight / severe underweight","1","underweight / severe underweight","FALSE","Cross-wave coding conflict: 1 differs for F (underweight), G/H/3B/I/J (severe underweight)",
"160","Z","mestw","categorical","2: normal weight / underweight","2","normal weight / underweight","FALSE","Cross-wave coding conflict: 2 differs for F (normal weight), G/H/3B/I/J (underweight)",
"160","Z","mestw","categorical","3: overweight / normal weight / approx.. normal weight","3","overweight / normal weight / approx.. normal weight","FALSE","Cross-wave coding conflict: 3 differs for F (overweight), G (normal weight), H/3B/I/J (approx.. normal weight)",
"160","Z","msatw","ordinal","1: very / very dissatisfied","1","very / very dissatisfied","FALSE","Cross-wave coding conflict: 1 differs for F (very), G/H/3B (very dissatisfied)",
"160","Z","msatw","ordinal","2: reasonably / dissatisfied","2","reasonably / dissatisfied","FALSE","Cross-wave coding conflict: 2 differs for F (reasonably), G/H/3B (dissatisfied)",
"160","Z","msatw","ordinal","3: a little / neither dissatisfied nor satisfied / not satisfied/dissatisfied","3","a little / neither dissatisfied nor satisfied / not satisfied/dissatisfied","FALSE","Cross-wave coding conflict: 3 differs for F (a little), G (neither dissatisfied nor satisfied), H/3B (not satisfied/dissatisfied)",
"160","Z","msatw","ordinal","4: not at all / satisfied","4","not at all / satisfied","FALSE","Cross-wave coding conflict: 4 differs for F (not at all), G/H/3B (satisfied)",
"160","Z","mweightch","categorical","-3: no valid data / na, section not done","-3","no valid data / na, section not done","TRUE","Cross-wave coding conflict: -3 differs for B (no valid data), I/J (na, section not done)",
"160","Z","mweightchr","categorical","4: other, see WEIGHTCHCR / other, see C/D/E/BMWEIGHTCHRC / other, see F/GMWEIGHTCHRC","4","other, see WEIGHTCHCR / other, see C/D/E/BMWEIGHTCHRC / other, see F/GMWEIGHTCHRC","FALSE","Cross-wave coding conflict: 4 differs for B (other, see WEIGHTCHCR), C/D/E/2B (other, see C/D/E/BMWEIGHTCHRC), F/G (other, see F/GMWEIGHTCHRC)",
"160","Z","mweightchrc","categorical","-2: no weight change / na, see H/BMWEIGHTLR2/GR2","-2","no weight change / na, see H/BMWEIGHTLR2/GR2","TRUE","Cross-wave coding conflict: -2 differs for B/C/D/E/2B/F/G (no weight change), H/3B/I (na, see H/BMWEIGHTLR2/GR2)",
"160","Z","mweightgr","categorical","-2: no weight gain / na, see HMWEIGHTGR2","-2","no weight gain / na, see HMWEIGHTGR2","TRUE","Cross-wave coding conflict: -2 differs for B/C/D/E/2B/F/G (no weight gain), H/3B/I (na, see HMWEIGHTGR2)",
"160","Z","mweightgr","categorical","1: related to eating / sickness","1","related to eating / sickness","FALSE","Cross-wave coding conflict: 1 differs for B/C/D/E/2B/F/G (related to eating), H/3B/I (sickness)",
"160","Z","mweightgr","categorical","2: physical inactivity / related to eating","2","physical inactivity / related to eating","FALSE","Cross-wave coding conflict: 2 differs for B/C/D/E/2B/F/G (physical inactivity), H/3B/I (related to eating)",
"160","Z","mweightgr","categorical","3: eating and physical inactivity / physical inactivity","3","eating and physical inactivity / physical inactivity","FALSE","Cross-wave coding conflict: 3 differs for B/C/D/E/2B/F/G (eating and physical inactivity), H/3B/I (physical inactivity)",
"160","Z","mweightgr","categorical","4: medical reason / medical reasons / eating and physical inactivity","4","medical reason / medical reasons / eating and physical inactivity","FALSE","Cross-wave coding conflict: 4 differs for B (medical reason), C/D/E/2B/F/G (medical reasons), H/3B/I (eating and physical inactivity)",
"160","Z","mweightgr","categorical","5: other / reason unknown","5","other / reason unknown","FALSE","Cross-wave coding conflict: 5 differs for B/C/D/E/2B/F/G (other), H/3B/I (reason unknown)",
"160","Z","mweightlr","categorical","-2: no weight loss / na, see HMWEIGHTLR2","-2","no weight loss / na, see HMWEIGHTLR2","TRUE","Cross-wave coding conflict: -2 differs for B/C/D/E/2B/F/G (no weight loss), H/3B/I (na, see HMWEIGHTLR2)",
"160","Z","mweightlr","categorical","1: voluntary / sickness (unintentional)","1","voluntary / sickness (unintentional)","FALSE","Cross-wave coding conflict: 1 differs for B/C/D/E/2B/F/G (voluntary), H/3B/I (sickness (unintentional))",
"160","Z","mweightlr","categorical","2: involuntary / diet (intentional)","2","involuntary / diet (intentional)","FALSE","Cross-wave coding conflict: 2 differs for B/C/D/E/2B/F/G (involuntary), H/3B/I (diet (intentional))",
"160","Z","mweightlr","categorical","3: eating less or different / different diet (unintentional)","3","eating less or different / different diet (unintentional)","FALSE","Cross-wave coding conflict: 3 differs for B/C/D/E/2B/F/G (eating less or different), H/3B/I (different diet (unintentional))",
"161","Z","marm1","numeric","-3: no measurement / na, wrong skip","-3","no measurement / na, wrong skip","TRUE","Cross-wave coding conflict: -3 differs for B (no measurement), C/D/H/3B/I/J (na, wrong skip)",
"161","Z","marm1","numeric","-1: no valid data / na, asked","-1","no valid data / na, asked","TRUE","Cross-wave coding conflict: -1 differs for C/D (no valid data), H/3B/I/J (na, asked)",
"161","Z","marmp","categorical","-3: no measurement / na, wrong skip","-3","no measurement / na, wrong skip","TRUE","Cross-wave coding conflict: -3 differs for B (no measurement), C/D (na, wrong skip)",
"161","Z","marmp","categorical","-2: no answer, skipped / na, see C/DRM161","-2","no answer, skipped / na, see C/DRM161","TRUE","Cross-wave coding conflict: -2 differs for B (no answer, skipped), C/D/H/3B/I/J (na, see C/DRM161)",
"161","Z","marmp","categorical","-1: no particularities scored / no valid data / na, asked","-1","no particularities scored / no valid data / na, asked","TRUE","Cross-wave coding conflict: -1 differs for B (no particularities scored), C/D (no valid data), H/3B/I/J (na, asked)",
"161","Z","marmp","categorical","1: no bare arm / no","1","no bare arm / no","FALSE","Cross-wave coding conflict: 1 differs for B (no bare arm), C/D/H/3B/I/J (no)",
"161","Z","marmp","categorical","2: much room between / yes","2","much room between / yes","FALSE","Cross-wave coding conflict: 2 differs for B (much room between), C/D/H/3B/I/J (yes)",
"161","Z","marmp1","binary","-1: no valid data / na, asked","-1","no valid data / na, asked","TRUE","Cross-wave coding conflict: -1 differs for C/D (no valid data), H/3B/I/J (na, asked)",
"161","Z","marmp2","binary","-1: no valid data / na, asked","-1","no valid data / na, asked","TRUE","Cross-wave coding conflict: -1 differs for C/D (no valid data), H/3B/I/J (na, asked)",
"161","Z","marmp3","binary","-1: no valid data / na, asked","-1","no valid data / na, asked","TRUE","Cross-wave coding conflict: -1 differs for C/D (no valid data), H/3B/I/J (na, asked)",
"161","Z","marmp4","binary","-1: no valid data / na, asked","-1","no valid data / na, asked","TRUE","Cross-wave coding conflict: -1 differs for C/D (no valid data), H/3B/I/J (na, asked)",
"161","Z","marmp5","binary","-1: no valid data / na, asked","-1","no valid data / na, asked","TRUE","Cross-wave coding conflict: -1 differs for C/D (no valid data), H/3B/I/J (na, asked)",
"161","Z","mgripl1","numeric","-1: no valid data / na, asked","-1","no valid data / na, asked","TRUE","Cross-wave coding conflict: -1 differs for D/E (no valid data), H/3B/I/J (na, asked)",
"161","Z","mgriplp","categorical","-1: no valid data / na, asked","-1","no valid data / na, asked","TRUE","Cross-wave coding conflict: -1 differs for 2B (no valid data), F (na, asked)",
"161","Z","mgriplp","categorical","1: no / no particularities","1","no / no particularities","FALSE","Cross-wave coding conflict: 1 differs for 2B (no), F (no particularities)",
"161","Z","mgriplp","categorical","2: yes / left hand handicapped","2","yes / left hand handicapped","FALSE","Cross-wave coding conflict: 2 differs for 2B (yes), F (left hand handicapped)",
"161","Z","mgriplp1","binary","-1: no valid data / na, asked","-1","no valid data / na, asked","TRUE","Cross-wave coding conflict: -1 differs for D/E (no valid data), G/H/3B/I/J (na, asked)",
"161","Z","mgriplp1","binary","1: no / mentioned","1","no / mentioned","FALSE","Cross-wave coding conflict: 1 differs for D/E/G (no), H/3B/I/J (mentioned)",
"161","Z","mgriplp2","binary","-1: no valid data / na, asked","-1","no valid data / na, asked","TRUE","Cross-wave coding conflict: -1 differs for D/E (no valid data), H/3B/I/J (na, asked)",
"161","Z","mgriplp3","numeric","-1: no valid data / na, asked","-1","no valid data / na, asked","TRUE","Cross-wave coding conflict: -1 differs for 2B (no valid data), H/3B/I/J (na, asked)",
"161","Z","mgriplp3","numeric","1: no / mentioned","1","no / mentioned","FALSE","Cross-wave coding conflict: 1 differs for 2B (no), H/3B/I/J (mentioned)",
"161","Z","mgriplp4","numeric","-1: no valid data / na, asked","-1","no valid data / na, asked","TRUE","Cross-wave coding conflict: -1 differs for 2B (no valid data), H/3B/I/J (na, asked)",
"161","Z","mgriplp4","numeric","1: no / mentioned","1","no / mentioned","FALSE","Cross-wave coding conflict: 1 differs for 2B (no), H/3B/I/J (mentioned)",
"161","Z","mgriprp","categorical","-1: no valid data / na, asked","-1","no valid data / na, asked","TRUE","Cross-wave coding conflict: -1 differs for 2B (no valid data), F (na, asked)",
"161","Z","mgriprp","categorical","1: no / no particularities","1","no / no particularities","FALSE","Cross-wave coding conflict: 1 differs for 2B (no), F (no particularities)",
"161","Z","mgriprp","categorical","2: yes / right hand handicapped","2","yes / right hand handicapped","FALSE","Cross-wave coding conflict: 2 differs for 2B (yes), F (right hand handicapped)",
"161","Z","mgriprp1","binary","-1: no valid data / na, asked","-1","no valid data / na, asked","TRUE","Cross-wave coding conflict: -1 differs for D/E (no valid data), G/H/3B/I/J (na, asked)",
"161","Z","mgriprp1","binary","1: no / mentioned","1","no / mentioned","FALSE","Cross-wave coding conflict: 1 differs for D/E/G (no), H/3B/I/J (mentioned)",
"161","Z","mgriprp2","binary","-1: no valid data / na, asked","-1","no valid data / na, asked","TRUE","Cross-wave coding conflict: -1 differs for D/E (no valid data), H/3B/I/J (na, asked)",
"161","Z","mgriprp3","numeric","-1: no valid data / na, asked","-1","no valid data / na, asked","TRUE","Cross-wave coding conflict: -1 differs for 2B (no valid data), H/3B/I/J (na, asked)",
"161","Z","mgriprp3","numeric","1: no / mentioned","1","no / mentioned","FALSE","Cross-wave coding conflict: 1 differs for 2B (no), H/3B/I/J (mentioned)",
"161","Z","mgriprp4","numeric","-1: no valid data / na, asked","-1","no valid data / na, asked","TRUE","Cross-wave coding conflict: -1 differs for 2B (no valid data), H/3B/I/J (na, asked)",
"161","Z","mgriprp4","numeric","1: no / mentioned","1","no / mentioned","FALSE","Cross-wave coding conflict: 1 differs for 2B (no), H/3B/I/J (mentioned)",
"161","Z","mheight","numeric","-1: no valid data / na, asked","-1","no valid data / na, asked","TRUE","Cross-wave coding conflict: -1 differs for C/D/E/2B (no valid data), F/G/H/3B/I/J (na, asked)",
"161","Z","mheightp","categorical","-3: no measurement / na, wrong skip","-3","no measurement / na, wrong skip","TRUE","Cross-wave coding conflict: -3 differs for B (no measurement), C/D/E/G/H/3B/I/J (na, wrong skip)",
"161","Z","mheightp","categorical","-2: no answer, skipped / na, see CRM161","-2","no answer, skipped / na, see CRM161","TRUE","Cross-wave coding conflict: -2 differs for B (no answer, skipped), C/D/E/2B/F/G/H/3B/I/J (na, see CRM161)",
"161","Z","mheightp","categorical","-1: no particularities scored / no valid data / na, asked","-1","no particularities scored / no valid data / na, asked","TRUE","Cross-wave coding conflict: -1 differs for B (no particularities scored), C/D/E/2B (no valid data), F/G/H/3B/I/J (na, asked)",
"161","Z","mheightp","categorical","1: cannot stand / no / yes / no particularities","1","cannot stand / no / yes / no particularities","FALSE","Cross-wave coding conflict: 1 differs for B (cannot stand), C/D/E/G/H/3B/I/J (no), 2B (yes), F (no particularities)",
"161","Z","mheightp","categorical","2: kyphose / yes / no / cannot stand","2","kyphose / yes / no / cannot stand","FALSE","Cross-wave coding conflict: 2 differs for B (kyphose), C/D/E/G/H/3B/I/J (yes), 2B (no), F (cannot stand)",
"161","Z","mheightp","categorical","3: scoliose / kyphosis","3","scoliose / kyphosis","FALSE","Cross-wave coding conflict: 3 differs for B (scoliose), F (kyphosis)",
"161","Z","mheightp","categorical","4: head not parallel / scoliosis","4","head not parallel / scoliosis","FALSE","Cross-wave coding conflict: 4 differs for B (head not parallel), F (scoliosis)",
"161","Z","mheightp","categorical","5: shoes / head not parallel","5","shoes / head not parallel","FALSE","Cross-wave coding conflict: 5 differs for B (shoes), F (head not parallel)",
"161","Z","mheightp","categorical","7: refused / wears shoes","7","refused / wears shoes","FALSE","Cross-wave coding conflict: 7 differs for B (refused), F (wears shoes)",
"161","Z","mheightp1","binary","-1: no valid data / na, asked","-1","no valid data / na, asked","TRUE","Cross-wave coding conflict: -1 differs for C (no valid data), G/H/3B/I/J (na, asked)",
"161","Z","mheightp2","binary","-1: no valid data / na, asked","-1","no valid data / na, asked","TRUE","Cross-wave coding conflict: -1 differs for C/D/E/2B (no valid data), G/H/3B/I/J (na, asked)",
"161","Z","mheightp2","binary","1: no / mentioned / yes","1","no / mentioned / yes","FALSE","Cross-wave coding conflict: 1 differs for C/D/G/H/3B/I/J (no), E (mentioned), 2B (yes)",
"161","Z","mheightp2","binary","2: yes / no","2","yes / no","FALSE","Cross-wave coding conflict: 2 differs for C/D/G/H/3B/I/J (yes), 2B (no)",
"161","Z","mheightp3","binary","-1: no valid data / na, asked","-1","no valid data / na, asked","TRUE","Cross-wave coding conflict: -1 differs for C/D/E/2B (no valid data), G/H/3B/I/J (na, asked)",
"161","Z","mheightp3","binary","1: no / yes","1","no / yes","FALSE","Cross-wave coding conflict: 1 differs for C/D/E/G/H/3B/I/J (no), 2B (yes)",
